"","baseMean","log2FoldChange","lfcSE","pvalue","padj","rownames"
"Misin08G144200.1",432.60633546405,0.791582798995591,0.5392016251315,3.13978760407537e-05,0.0100047469417995,"Misin08G144200.1"
"Misin08G240700.1",332.534345186055,0.982505737754609,0.500498790617257,1.582411916857e-05,0.00572102769940607,"Misin08G240700.1"
"Misin08G287400.1",36.7280515267565,2.84070998458275,1.64495416337948,4.62805213996181e-05,0.0136660806645993,"Misin08G287400.1"
"Misin08G323100.1",152.164382712353,1.82095795294609,0.910518155168736,2.52479394887822e-05,0.00837637521863125,"Misin08G323100.1"
"Misin01G016200.1",501.6277558911,-1.82408992089026,0.598271258505106,6.16850397764719e-06,0.00265575285755192,"Misin01G016200.1"
"Misin01G025700.1",330.802780977116,-0.890171892190708,0.625670745675718,3.88304574901683e-05,0.0118527384875732,"Misin01G025700.1"
"Misin01G031800.1",376.756716248853,1.90620741196004,0.310845982123806,7.3030718940013e-10,8.40598479227905e-07,"Misin01G031800.1"
"Misin01G032000.1",1826.64334187334,-2.19795949286595,0.449416487039385,2.93617224782465e-07,0.000181978148106934,"Misin01G032000.1"
"Misin01G041700.1",323.639055776441,-0.549981692979054,0.579319837610948,8.9937802915418e-05,0.0238145168283079,"Misin01G041700.1"
"Misin01G045600.1",83.4863398190296,-1.95693285211375,1.80129443305093,0.000149175910769475,0.0367402679799055,"Misin01G045600.1"
"Misin01G046200.1",168.990910586903,-10.1796593531001,1.57392917734356,4.01319767441302e-13,1.07783023255664e-09,"Misin01G046200.1"
"Misin01G050400.1",70.40359799142,-7.90316939080065,1.67780724919935,6.03980849736584e-08,4.42396362664199e-05,"Misin01G050400.1"
"Misin01G053500.1",45.6139233892649,-2.87658260609784,2.03030623261469,7.59085762467905e-05,0.0206823367165168,"Misin01G053500.1"
"Misin01G055200.1",90.6127122487872,-7.33287095040146,1.39832806156222,9.81076720238553e-09,8.38374651840218e-06,"Misin01G055200.1"
"Misin01G072900.1",56.9352091240884,-6.48502876974246,1.81719232888038,1.75006130137608e-06,0.000858290933892268,"Misin01G072900.1"
"Misin01G074800.1",99.3805716470385,-3.43341843047423,0.415287250088488,8.5328694477428e-17,4.81253836852694e-13,"Misin01G074800.1"
"Misin01G106500.1",36.724328917128,-2.22790801293852,1.01929231886559,2.17612412252377e-05,0.00734930541978087,"Misin01G106500.1"
"Misin01G196200.1",47.6822056270838,7.60252430751681,1.93332994778504,5.34975338813215e-07,0.000301726091090653,"Misin01G196200.1"
"Misin01G289300.1",25.6443395060882,3.20271754541702,1.53390245628148,2.73104707799057e-05,0.0089552939068993,"Misin01G289300.1"
"Misin01G293600.1",35.7012018838169,7.28871906842586,1.68491238315252,2.8723682795917e-07,0.00018000174552108,"Misin01G293600.1"
"MisinT011200.1",96.4707506909608,-7.23867351245607,1.45110454866902,3.44053490490749e-08,2.62224552211868e-05,"MisinT011200.1"
"MisinT013400.1",21.716871802935,3.79009420537816,1.09835319527509,4.5740032663433e-06,0.0020637902737741,"MisinT013400.1"
"MisinT042000.1",30.6144012586231,3.36747055486281,1.22351817812639,1.15078692734034e-05,0.00457073117619683,"MisinT042000.1"
"Misin06G000800.1",882.443878463656,-1.03186372616971,0.412051356951153,7.65102530875292e-06,0.00317292520157106,"Misin06G000800.1"
"Misin06G100000.1",47.1285671060463,-3.73338247632513,2.57123102699381,5.88000236133509e-05,0.016697798023546,"Misin06G100000.1"
"Misin06G159300.1",168.117489803136,-5.95767702159063,1.21537547870512,1.11760245509517e-07,7.78182450214417e-05,"Misin06G159300.1"
"Misin02G211900.1",187.012698592542,2.54793912132922,1.61943615820679,5.8915989480242e-05,0.016697798023546,"Misin02G211900.1"
"Misin02G236000.1",54.4975359331245,0.729748321907214,0.899764122972395,0.000201679564921276,0.0468095780311109,"Misin02G236000.1"
"Misin02G288000.1",139.771212217763,-5.52194710558061,2.59765445087169,1.40532352782051e-05,0.00531947966235414,"Misin02G288000.1"
"Misin02G296700.1",107.909593539766,2.54514770938847,1.01095622500469,1.4773744868926e-05,0.00548183691189096,"Misin02G296700.1"
