"","TF","MEMBERS"
"4306","Misin18G193500.1","'Misin05G012400.1"", 'Misin05G060000.1"", 'Misin05G109700.1"", 'Misin05G121400.1"", 'Misin05G130700.1"", 'Misin05G174700.1"", 'Misin05G307300.1"", 'Misin05G356800.1"", 'Misin05G396700.1"", 'Misin17G142100.1"", 'Misin17G179700.1"", 'MisinT560900.1"", 'Misin16G134900.1"", 'Misin16G150300.1"", 'Misin01G348000.1"", 'Misin06G029000.1"", 'Misin06G219100.1"", 'Misin06G285800.1"", 'Misin06G341100.1"", 'Misin06G414900.1"", 'Misin02G264600.1"", 'Misin02G504400.1"", 'Misin14G133300.1"", 'Misin09G047200.1"", 'Misin09G063400.1"", 'Misin11G218000.1"", 'Misin19G188100.1"", 'Misin19G210300.1"", 'MisinT363400.1"", 'Misin03G095400.1"", 'Misin03G173200.1"", 'MisinT502900.1"", 'Misin18G088500.1"", 'Misin18G142900.1"", 'Misin18G157100.1"", 'MisinT454000.1"", 'Misin12G200700.1"", 'Misin04G053500.1"", 'Misin07G124600.1"", 'Misin07G217300.1"", 'Misin07G264200.1"", 'Misin07G392400.1"", 'Misin07G547300.1"", 'MisinT007000.1"""
"4307","Misin18G198300.1","'"""
"4308","Misin18G199000.1","'Misin02G024000.1"", 'Misin18G057800.1"""
"4309","Misin18G200400.1","'Misin02G479200.1"", 'Misin19G050400.1"""
"4310","Misin18G200500.1","'MisinT029300.1"", 'Misin05G069000.1"", 'Misin05G149400.1"", 'Misin05G335300.1"", 'Misin10G093000.1"", 'Misin17G004500.1"", 'Misin17G165400.1"", 'Misin16G210200.1"", 'Misin08G200600.1"", 'Misin08G264100.1"", 'Misin01G202400.1"", 'Misin01G401400.1"", 'Misin01G453500.1"", 'Misin01G456100.1"", 'Misin01G481200.1"", 'Misin06G288100.1"", 'Misin06G366200.1"", 'Misin02G222800.1"", 'Misin02G366500.1"", 'Misin02G466100.1"", 'Misin15G144600.1"", 'Misin19G011200.1"", 'Misin19G271200.1"", 'Misin03G084900.1"", 'Misin03G149500.1"", 'Misin03G237300.1"", 'Misin03G252800.1"", 'Misin03G304000.1"", 'Misin18G214500.1"", 'MisinT398300.1"", 'Misin12G079900.1"", 'Misin12G090600.1"", 'Misin12G173000.1"", 'Misin04G234100.1"", 'MisinT066400.1"", 'Misin07G115100.1"", 'Misin07G436300.1"""
"4311","Misin18G201300.1","'"""
"4312","Misin18G202200.1","'Misin05G112700.1"", 'Misin17G068200.1"", 'Misin17G146000.1"", 'Misin16G047600.1"", 'Misin16G167300.1"", 'Misin16G173500.1"", 'Misin08G020100.1"", 'Misin01G111800.1"", 'Misin01G303300.1"", 'Misin06G092500.1"", 'Misin06G099400.1"", 'Misin06G291600.1"", 'Misin02G009200.1"", 'Misin02G218000.1"", 'Misin02G280200.1"", 'Misin02G281100.1"", 'Misin02G281800.1"", 'Misin02G313000.1"", 'Misin11G078400.1"", 'MisinT198100.1"", 'Misin15G137900.1"", 'Misin19G025900.1"", 'Misin19G278600.1"", 'Misin03G267600.1"", 'Misin18G073800.1"", 'Misin18G133000.1"", 'Misin18G205000.1"", 'Misin18G264900.1"", 'MisinT018600.1"", 'Misin12G256300.1"", 'Misin04G073000.1"", 'Misin04G168000.1"", 'Misin04G277000.1"", 'Misin04G376000.1"", 'Misin04G378000.1"", 'Misin13G067600.1"", 'Misin13G142700.1"", 'MisinT525500.1"", 'MisinT123600.1"", 'MisinT580700.1"", 'Misin07G261900.1"", 'Misin07G530800.1"""
"4313","Misin18G204500.1","'Misin10G104400.1"", 'Misin08G046700.1"", 'Misin01G006100.1"", 'Misin01G418300.1"", 'Misin01G473300.1"", 'Misin06G279100.1"", 'Misin02G377400.1"", 'Misin02G417300.1"", 'Misin09G137600.1"", 'Misin11G064200.1"", 'Misin19G055700.1"", 'Misin18G056700.1"", 'Misin18G200100.1"", 'Misin04G354700.1"", 'Misin04G367700.1"", 'Misin04G395700.1"", 'Misin13G099300.1"", 'MisinT201700.1"""
"4314","Misin18G204600.1","'Misin05G264500.1"", 'Misin05G284800.1"", 'Misin05G308900.1"", 'Misin05G390500.1"", 'Misin10G131400.1"", 'Misin10G162300.1"", 'Misin10G196100.1"", 'MisinT286700.1"", 'Misin16G000500.1"", 'Misin16G014100.1"", 'Misin16G074900.1"", 'Misin16G157800.1"", 'Misin08G022600.1"", 'Misin08G050800.1"", 'Misin08G105500.1"", 'Misin08G154400.1"", 'Misin01G070800.1"", 'Misin01G161600.1"", 'Misin01G236600.1"", 'Misin01G343100.1"", 'MisinT436900.1"", 'Misin06G143100.1"", 'Misin06G155600.1"", 'Misin06G196700.1"", 'Misin06G204000.1"", 'Misin06G270400.1"", 'Misin02G101400.1"", 'Misin02G165700.1"", 'Misin02G265300.1"", 'Misin02G280900.1"", 'Misin02G355200.1"", 'Misin02G393600.1"", 'Misin02G437500.1"", 'Misin14G080100.1"", 'Misin14G147600.1"", 'Misin09G007500.1"", 'Misin09G059600.1"", 'Misin09G059700.1"", 'Misin09G125600.1"", 'Misin11G067600.1"", 'Misin11G110300.1"", 'Misin11G245900.1"", 'Misin11G258000.1"", 'Misin11G258400.1"", 'Misin11G266500.1"", 'Misin11G276100.1"", 'Misin15G003800.1"", 'Misin15G010200.1"", 'Misin15G046800.1"", 'Misin15G073400.1"", 'Misin19G054500.1"", 'Misin19G096600.1"", 'Misin03G118500.1"", 'Misin03G149800.1"", 'Misin03G201600.1"", 'Misin03G227300.1"", 'Misin03G272100.1"", 'Misin03G307900.1"", 'Misin18G051500.1"", 'Misin18G083000.1"", 'Misin18G141500.1"", 'Misin12G069400.1"", 'Misin12G217300.1"", 'Misin04G142000.1"", 'Misin04G248700.1"", 'Misin04G255500.1"", 'Misin04G300800.1"", 'Misin13G023600.1"", 'Misin13G058800.1"", 'Misin13G080700.1"", 'MisinT281400.1"", 'MisinT280700.1"", 'Misin07G032900.1"", 'Misin07G037200.1"", 'Misin07G065000.1"", 'Misin07G084000.1"", 'Misin07G175100.1"", 'Misin07G357800.1"", 'Misin07G498600.1"", 'Misin07G528600.1"""
"4315","Misin18G204700.1","'Misin05G006700.1"", 'Misin05G101500.1"", 'Misin05G160900.1"", 'Misin05G292800.1"", 'Misin05G391500.1"", 'Misin10G002100.1"", 'Misin10G046900.1"", 'Misin10G097000.1"", 'MisinT229900.1"", 'Misin16G016300.1"", 'Misin16G023700.1"", 'Misin16G185900.1"", 'Misin08G073200.1"", 'Misin01G130400.1"", 'Misin01G140500.1"", 'Misin01G490200.1"", 'MisinT390200.1"", 'Misin06G298200.1"", 'Misin06G394400.1"", 'Misin06G402000.1"", 'Misin02G045500.1"", 'Misin02G234500.1"", 'Misin02G305800.1"", 'Misin14G021100.1"", 'Misin09G084400.1"", 'Misin11G010600.1"", 'Misin11G028600.1"", 'Misin11G170700.1"", 'Misin11G232700.1"", 'Misin11G268700.1"", 'MisinT105000.1"", 'Misin15G041000.1"", 'Misin19G007300.1"", 'Misin19G014500.1"", 'Misin19G072000.1"", 'Misin19G106000.1"", 'Misin19G138600.1"", 'Misin19G172500.1"", 'Misin19G177800.1"", 'Misin19G261100.1"", 'Misin03G046100.1"", 'Misin03G148300.1"", 'Misin03G226200.1"", 'Misin03G300100.1"", 'Misin03G304100.1"", 'Misin03G312500.1"", 'Misin18G013600.1"", 'Misin18G172100.1"", 'Misin18G230300.1"", 'MisinT351800.1"", 'MisinT156200.1"", 'MisinT447300.1"", 'Misin12G115200.1"", 'Misin12G188500.1"", 'Misin12G197000.1"", 'Misin04G008200.1"", 'Misin04G127400.1"", 'Misin04G129100.1"", 'Misin04G155200.1"", 'Misin04G178000.1"", 'Misin04G251200.1"", 'Misin04G284600.1"", 'Misin04G357100.1"", 'Misin04G359700.1"", 'Misin04G377200.1"", 'Misin13G082200.1"", 'Misin13G105700.1"", 'Misin13G139000.1"", 'Misin13G190400.1"", 'Misin07G024700.1"", 'Misin07G136000.1"", 'Misin07G199800.1"", 'Misin07G213800.1"", 'Misin07G425500.1"", 'Misin07G434900.1"""
"4316","Misin18G204900.1","'Misin05G128000.1"", 'Misin05G232100.1"", 'Misin05G249800.1"", 'Misin10G128100.1"", 'Misin17G242000.1"", 'Misin17G264000.1"", 'Misin16G072400.1"", 'Misin16G183200.1"", 'Misin16G201200.1"", 'MisinT524500.1"", 'Misin08G079200.1"", 'Misin08G138900.1"", 'Misin08G141200.1"", 'Misin08G185200.1"", 'Misin01G006800.1"", 'Misin01G043000.1"", 'Misin01G365500.1"", 'Misin01G386600.1"", 'Misin01G438000.1"", 'Misin06G001400.1"", 'Misin06G009400.1"", 'Misin06G211300.1"", 'Misin06G297700.1"", 'Misin06G331500.1"", 'Misin02G377300.1"", 'Misin02G462500.1"", 'Misin11G075700.1"", 'Misin11G173100.1"", 'Misin11G273800.1"", 'MisinT330100.1"", 'Misin15G198400.1"", 'Misin03G095800.1"", 'Misin03G177400.1"", 'Misin03G206800.1"", 'Misin03G320200.1"", 'Misin18G130400.1"", 'Misin18G159800.1"", 'Misin18G271700.1"", 'MisinT034400.1"", 'Misin12G136200.1"", 'Misin04G240500.1"", 'Misin04G288600.1"", 'Misin13G046100.1"", 'Misin13G089900.1"", 'Misin13G127200.1"", 'MisinT532000.1"", 'Misin07G274400.1"", 'Misin07G468500.1"""
"4317","Misin18G205800.1","'MisinT401600.1"", 'MisinT107000.1"", 'Misin05G049800.1"", 'MisinT440100.1"", 'Misin17G254700.1"", 'Misin16G211400.1"", 'Misin08G103500.1"", 'Misin08G260700.1"", 'Misin01G009700.1"", 'Misin01G038500.1"", 'Misin01G406500.1"", 'Misin01G413600.1"", 'Misin01G457000.1"", 'Misin01G462100.1"", 'Misin01G513800.1"", 'Misin06G362400.1"", 'MisinT247900.1"", 'Misin02G044700.1"", 'Misin02G256400.1"", 'Misin02G290300.1"", 'Misin02G316200.1"", 'Misin02G366300.1"", 'MisinT389400.1"", 'Misin14G076200.1"", 'MisinT465900.1"", 'Misin11G039200.1"", 'Misin11G202000.1"", 'Misin11G230700.1"", 'Misin15G023400.1"", 'Misin19G077600.1"", 'Misin19G160600.1"", 'Misin19G203300.1"", 'Misin03G041600.1"", 'Misin03G265400.1"", 'Misin03G297600.1"", 'Misin18G181700.1"", 'Misin12G129300.1"", 'Misin12G201000.1"", 'Misin04G004900.1"", 'Misin04G088200.1"", 'Misin04G164500.1"", 'Misin04G184800.1"", 'MisinT246300.1"", 'Misin07G028700.1"", 'Misin07G033700.1"", 'Misin07G074000.1"", 'Misin07G327100.1"", 'Misin07G533300.1"""
"4318","Misin18G207000.1","'Misin16G064500.1"", 'Misin01G312400.1"", 'Misin02G396400.1"", 'Misin02G455200.1"", 'Misin03G145800.1"", 'Misin12G278500.1"", 'Misin07G136800.1"", 'Misin07G504400.1"""
"4319","Misin18G207800.1","'"""
"4320","Misin18G208000.1","'Misin05G011400.1"", 'Misin05G259000.1"", 'Misin05G370600.1"", 'Misin17G056800.1"", 'Misin17G162600.1"", 'Misin17G207900.1"", 'Misin17G255300.1"", 'Misin16G002000.1"", 'Misin16G073500.1"", 'Misin16G094400.1"", 'Misin16G185000.1"", 'Misin16G198800.1"", 'Misin16G216800.1"", 'Misin08G024900.1"", 'Misin08G048600.1"", 'Misin08G267400.1"", 'Misin01G010000.1"", 'Misin01G237500.1"", 'Misin01G367100.1"", 'Misin01G422300.1"", 'Misin01G472500.1"", 'Misin06G023200.1"", 'Misin06G125000.1"", 'Misin02G108500.1"", 'Misin02G331800.1"", 'Misin02G337900.1"", 'Misin02G375600.1"", 'Misin02G483100.1"", 'Misin02G504100.1"", 'Misin14G120700.1"", 'Misin14G152700.1"", 'Misin09G030400.1"", 'Misin11G071200.1"", 'Misin11G243500.1"", 'Misin11G260500.1"", 'Misin15G137300.1"", 'Misin19G054200.1"", 'Misin03G033400.1"", 'Misin03G041200.1"", 'Misin03G096000.1"", 'Misin03G151100.1"", 'Misin03G333300.1"", 'Misin18G024500.1"", 'Misin18G053000.1"", 'Misin18G164300.1"", 'Misin18G180700.1"", 'Misin12G002500.1"", 'Misin12G073800.1"", 'Misin12G135000.1"", 'Misin12G189300.1"", 'Misin04G205400.1"", 'Misin04G374500.1"", 'Misin04G391500.1"", 'Misin13G048200.1"", 'Misin07G000400.1"", 'Misin07G044000.1"", 'Misin07G204600.1"", 'Misin07G547000.1"", 'MisinT346100.1"""
"4321","Misin18G209400.1","'Misin05G129100.1"", 'Misin05G151800.1"", 'Misin05G218400.1"", 'Misin05G232900.1"", 'Misin05G374600.1"", 'Misin05G395500.1"", 'Misin17G129300.1"", 'Misin17G161800.1"", 'MisinT226900.1"", 'Misin16G037300.1"", 'Misin16G120800.1"", 'Misin16G141200.1"", 'Misin16G149000.1"", 'MisinT516100.1"", 'Misin08G050400.1"", 'Misin08G184100.1"", 'Misin01G184400.1"", 'Misin01G249200.1"", 'Misin01G394400.1"", 'Misin01G426700.1"", 'Misin06G071900.1"", 'Misin06G157700.1"", 'Misin06G272200.1"", 'Misin06G282700.1"", 'Misin06G298700.1"", 'Misin06G405300.1"", 'Misin06G412700.1"", 'Misin02G285000.1"", 'Misin02G308200.1"", 'Misin02G407800.1"", 'Misin02G411700.1"", 'Misin14G143500.1"", 'Misin11G180600.1"", 'Misin15G059300.1"", 'Misin15G157400.1"", 'MisinT525300.1"", 'Misin03G064600.1"", 'Misin03G112300.1"", 'Misin03G275700.1"", 'Misin03G318000.1"", 'Misin03G341300.1"", 'Misin18G153100.1"", 'Misin18G232600.1"", 'Misin12G275500.1"", 'Misin04G064700.1"", 'Misin04G105300.1"", 'Misin04G226000.1"", 'Misin04G372700.1"", 'Misin07G054900.1"", 'Misin07G109200.1"", 'Misin07G147100.1"", 'Misin07G174800.1"", 'Misin07G509100.1"""
"4322","Misin18G210900.1","'Misin05G359100.1"", 'Misin08G199500.1"", 'Misin02G300600.1"", 'Misin09G112500.1"", 'Misin11G044500.1"", 'Misin11G172600.1"", 'Misin11G214300.1"", 'Misin12G017700.1"", 'Misin12G124200.1"", 'Misin12G178600.1"", 'Misin12G183000.1"", 'Misin07G121500.1"", 'Misin07G149500.1"""
"4323","Misin18G212400.1","'Misin05G012600.1"", 'Misin05G058500.1"", 'Misin17G039000.1"", 'Misin17G113500.1"", 'Misin17G185400.1"", 'Misin17G204600.1"", 'MisinT158700.1"", 'MisinT555300.1"", 'Misin16G035200.1"", 'Misin16G109600.1"", 'Misin16G185100.1"", 'Misin08G008600.1"", 'Misin08G120800.1"", 'Misin08G135700.1"", 'Misin08G200800.1"", 'Misin08G276100.1"", 'Misin01G006100.1"", 'Misin01G013300.1"", 'Misin01G018600.1"", 'Misin01G036300.1"", 'Misin01G123000.1"", 'Misin01G139500.1"", 'Misin01G314300.1"", 'Misin01G355300.1"", 'Misin01G440400.1"", 'Misin06G001200.1"", 'Misin06G136600.1"", 'Misin02G279800.1"", 'Misin02G345900.1"", 'Misin02G412000.1"", 'Misin14G140900.1"", 'Misin11G129200.1"", 'Misin11G185300.1"", 'Misin15G199600.1"", 'Misin19G161700.1"", 'Misin03G353000.1"", 'Misin18G169800.1"", 'Misin18G250500.1"", 'Misin18G262700.1"", 'Misin12G097600.1"", 'Misin12G159500.1"", 'Misin12G217300.1"", 'Misin04G073200.1"", 'Misin04G123100.1"", 'Misin04G132000.1"", 'Misin04G132400.1"", 'Misin04G177200.1"", 'Misin04G190700.1"", 'Misin04G191500.1"", 'MisinT359800.1"", 'Misin13G034000.1"", 'Misin13G105800.1"", 'Misin13G146000.1"", 'Misin07G008000.1"", 'Misin07G052900.1"", 'Misin07G165800.1"", 'Misin07G244300.1"", 'Misin07G268900.1"", 'Misin07G306000.1"", 'Misin07G326300.1"", 'Misin07G361700.1"", 'Misin07G367700.1"", 'Misin07G498600.1"", 'Misin07G555900.1"", 'MisinT026700.1"""
"4324","Misin18G212500.1","'MisinT557200.1"", 'Misin05G110600.1"", 'Misin05G123000.1"", 'Misin05G170300.1"", 'Misin05G195800.1"", 'Misin05G196000.1"", 'Misin05G269200.1"", 'Misin05G274200.1"", 'Misin05G330200.1"", 'Misin05G371700.1"", 'Misin05G389400.1"", 'Misin10G020500.1"", 'Misin10G027500.1"", 'Misin10G037200.1"", 'Misin10G081000.1"", 'Misin10G116400.1"", 'Misin10G156300.1"", 'Misin10G156400.1"", 'Misin10G196000.1"", 'Misin17G055700.1"", 'Misin17G065400.1"", 'Misin17G120300.1"", 'Misin17G143700.1"", 'Misin17G226300.1"", 'Misin17G228700.1"", 'Misin17G252700.1"", 'Misin16G047300.1"", 'Misin16G107100.1"", 'Misin16G110700.1"", 'Misin16G139400.1"", 'Misin16G159800.1"", 'Misin16G188600.1"", 'Misin16G209600.1"", 'Misin16G252600.1"", 'MisinT112600.1"", 'Misin08G096700.1"", 'Misin08G171800.1"", 'Misin01G095200.1"", 'Misin01G160700.1"", 'Misin01G179500.1"", 'Misin01G179600.1"", 'Misin01G262200.1"", 'Misin01G318300.1"", 'Misin01G334500.1"", 'Misin01G407700.1"", 'Misin01G423400.1"", 'Misin01G423500.1"", 'Misin01G437300.1"", 'Misin01G500400.1"", 'Misin01G516000.1"", 'Misin01G516100.1"", 'Misin06G061000.1"", 'Misin06G146700.1"", 'Misin06G202900.1"", 'Misin06G297400.1"", 'Misin06G360900.1"", 'MisinT239700.1"", 'Misin02G177200.1"", 'Misin02G203800.1"", 'Misin02G223100.1"", 'Misin02G230600.1"", 'Misin02G316100.1"", 'Misin02G420800.1"", 'Misin02G427100.1"", 'Misin02G481200.1"", 'MisinT071300.1"", 'Misin14G125000.1"", 'Misin09G028600.1"", 'Misin09G028800.1"", 'Misin09G031100.1"", 'Misin09G050000.1"", 'Misin09G157000.1"", 'Misin11G036200.1"", 'Misin11G048700.1"", 'Misin11G059800.1"", 'Misin11G085000.1"", 'Misin11G124600.1"", 'Misin11G175700.1"", 'Misin11G191200.1"", 'Misin11G219400.1"", 'MisinT208400.1"", 'MisinT480700.1"", 'Misin15G004500.1"", 'Misin15G106400.1"", 'Misin15G121200.1"", 'Misin15G168000.1"", 'MisinT205900.1"", 'MisinT206100.1"", 'Misin19G019500.1"", 'Misin19G040300.1"", 'Misin19G104100.1"", 'Misin19G179600.1"", 'Misin19G231200.1"", 'Misin19G240200.1"", 'Misin19G246200.1"", 'Misin19G250600.1"", 'Misin19G260300.1"", 'Misin19G265600.1"", 'Misin03G070400.1"", 'Misin03G277900.1"", 'Misin03G293600.1"", 'Misin03G331500.1"", 'MisinT244000.1"", 'MisinT423700.1"", 'Misin18G041600.1"", 'Misin18G045200.1"", 'Misin18G060900.1"", 'Misin18G190900.1"", 'MisinT016400.1"", 'Misin12G002400.1"", 'Misin12G005100.1"", 'Misin12G027200.1"", 'Misin12G038600.1"", 'Misin12G040400.1"", 'Misin12G176900.1"", 'Misin12G185700.1"", 'Misin12G253900.1"", 'MisinT231500.1"", 'Misin04G005400.1"", 'Misin04G031600.1"", 'Misin04G054400.1"", 'Misin04G107100.1"", 'Misin04G124200.1"", 'Misin04G147000.1"", 'Misin04G150700.1"", 'Misin04G289700.1"", 'Misin04G295600.1"", 'Misin04G347900.1"", 'Misin04G387100.1"", 'Misin04G403500.1"", 'Misin13G035900.1"", 'Misin13G039600.1"", 'Misin13G052200.1"", 'Misin13G057200.1"", 'Misin13G057400.1"", 'Misin13G091400.1"", 'Misin13G103700.1"", 'Misin13G131400.1"", 'Misin13G150700.1"", 'Misin13G166200.1"", 'MisinT312400.1"", 'MisinT582800.1"", 'MisinT452200.1"", 'Misin07G157300.1"", 'Misin07G217900.1"", 'Misin07G226200.1"", 'Misin07G282600.1"", 'Misin07G283800.1"", 'Misin07G289100.1"", 'Misin07G331900.1"", 'Misin07G350300.1"", 'Misin07G356800.1"", 'Misin07G391300.1"", 'Misin07G483400.1"", 'Misin07G493900.1"", 'Misin07G530200.1"", 'Misin07G538000.1"", 'Misin07G540700.1"""
"4325","Misin18G213600.1","'MisinT010000.1"", 'Misin05G149700.1"", 'Misin02G361800.1"", 'Misin19G130500.1"", 'Misin19G130600.1"", 'Misin03G024600.1"", 'Misin04G334700.1"""
"4326","Misin18G213900.1","'Misin05G211000.1"", 'Misin05G258200.1"", 'Misin05G272400.1"", 'Misin17G143800.1"", 'Misin17G246100.1"", 'Misin16G215800.1"", 'Misin08G284300.1"", 'Misin01G097300.1"", 'Misin06G117600.1"", 'Misin06G197000.1"", 'Misin06G276100.1"", 'Misin02G292100.1"", 'Misin15G024400.1"", 'Misin19G140500.1"", 'Misin03G002000.1"", 'Misin03G067400.1"", 'Misin03G285400.1"", 'Misin18G068600.1"", 'Misin04G010300.1"", 'Misin04G071000.1"", 'Misin04G152800.1"", 'Misin04G155100.1"", 'Misin04G354800.1"", 'Misin04G396400.1"", 'MisinT161400.1"", 'Misin07G078300.1"", 'Misin07G198300.1"""
"4327","Misin18G214400.1","'Misin05G199700.1"", 'Misin05G282500.1"", 'Misin17G147500.1"", 'Misin16G258300.1"", 'Misin08G057100.1"", 'Misin08G088200.1"", 'Misin08G240000.1"", 'Misin01G118100.1"", 'Misin01G134800.1"", 'Misin01G138100.1"", 'Misin01G147500.1"", 'Misin01G230100.1"", 'Misin01G258800.1"", 'Misin01G427100.1"", 'Misin06G273800.1"", 'Misin02G048800.1"", 'Misin02G090300.1"", 'Misin02G143200.1"", 'Misin02G215700.1"", 'Misin02G450100.1"", 'Misin11G072800.1"", 'Misin15G168100.1"", 'Misin19G101900.1"", 'Misin19G129300.1"", 'Misin19G192500.1"", 'Misin19G214900.1"", 'Misin19G233000.1"", 'Misin19G233100.1"", 'Misin19G260800.1"", 'Misin03G208600.1"", 'Misin03G254100.1"", 'Misin12G135400.1"", 'Misin12G197100.1"", 'Misin04G050300.1"", 'Misin04G387300.1"", 'Misin04G397000.1"", 'MisinT251200.1"", 'Misin07G101100.1"", 'Misin07G474300.1"", 'Misin07G480200.1"""
"4328","Misin18G215100.1","'MisinT308300.1"", 'MisinT309700.1"", 'MisinT151200.1"", 'Misin05G060700.1"", 'Misin05G072000.1"", 'Misin05G101800.1"", 'Misin05G182800.1"", 'Misin05G194100.1"", 'Misin05G245400.1"", 'Misin05G291700.1"", 'Misin05G386400.1"", 'Misin05G391100.1"", 'MisinT215600.1"", 'Misin10G058600.1"", 'Misin10G075600.1"", 'Misin10G095400.1"", 'Misin10G148900.1"", 'Misin10G165900.1"", 'Misin17G101700.1"", 'Misin17G106500.1"", 'Misin17G121800.1"", 'Misin16G041400.1"", 'Misin16G091200.1"", 'Misin16G135500.1"", 'Misin16G201400.1"", 'Misin16G209700.1"", 'Misin16G216100.1"", 'Misin16G216500.1"", 'Misin08G016900.1"", 'Misin08G309200.1"", 'Misin08G326500.1"", 'Misin01G052100.1"", 'Misin01G247400.1"", 'Misin01G263200.1"", 'Misin01G266000.1"", 'Misin01G283600.1"", 'Misin01G393800.1"", 'Misin01G400900.1"", 'Misin06G005500.1"", 'Misin06G072800.1"", 'Misin06G119100.1"", 'Misin06G137900.1"", 'Misin06G203300.1"", 'Misin06G271800.1"", 'Misin06G305200.1"", 'Misin06G343900.1"", 'Misin02G027800.1"", 'Misin02G114600.1"", 'Misin02G117000.1"", 'Misin02G135200.1"", 'Misin02G140700.1"", 'Misin02G299500.1"", 'Misin02G417700.1"", 'Misin02G426800.1"", 'Misin02G457500.1"", 'Misin02G512800.1"", 'Misin14G051500.1"", 'Misin09G148500.1"", 'Misin11G086200.1"", 'Misin15G035300.1"", 'Misin15G057500.1"", 'Misin15G153200.1"", 'Misin19G020700.1"", 'Misin19G043300.1"", 'Misin19G146600.1"", 'Misin19G189400.1"", 'Misin19G199600.1"", 'Misin19G214500.1"", 'Misin03G136900.1"", 'Misin03G216300.1"", 'Misin03G249900.1"", 'Misin03G342200.1"", 'Misin18G132800.1"", 'Misin12G049400.1"", 'Misin12G106300.1"", 'Misin12G139500.1"", 'Misin12G145600.1"", 'Misin12G226800.1"", 'Misin12G242300.1"", 'Misin04G091400.1"", 'Misin04G163100.1"", 'Misin04G296400.1"", 'MisinT586800.1"", 'MisinT232600.1"", 'Misin07G139300.1"", 'Misin07G147800.1"", 'Misin07G241900.1"", 'Misin07G262100.1"", 'Misin07G276300.1"", 'Misin07G373700.1"", 'Misin07G389300.1"", 'Misin07G404300.1"", 'Misin07G452400.1"""
"4329","Misin18G217100.1","'Misin05G338300.1"", 'Misin17G174300.1"", 'Misin02G433500.1"", 'Misin03G364300.1"", 'Misin07G116900.1"""
"4330","Misin18G218800.1","'"""
"4331","Misin18G219900.1","'MisinT151200.1"", 'Misin05G012300.1"", 'Misin05G085200.1"", 'Misin05G210800.1"", 'Misin10G055300.1"", 'MisinT209600.1"", 'Misin08G212700.1"", 'Misin01G280800.1"", 'Misin01G463700.1"", 'Misin06G093900.1"", 'Misin06G223700.1"", 'Misin02G141800.1"", 'Misin09G206900.1"", 'Misin11G182400.1"", 'Misin15G137200.1"", 'Misin19G011500.1"", 'Misin19G053500.1"", 'Misin03G359600.1"", 'Misin18G198800.1"", 'Misin18G239100.1"", 'Misin12G060000.1"", 'Misin04G177300.1"", 'Misin04G360900.1"", 'Misin07G059600.1"", 'Misin07G207800.1"", 'Misin07G247500.1"""
"4332","Misin18G221200.1","'Misin05G069300.1"", 'Misin16G075800.1"", 'Misin01G105100.1"", 'Misin14G021200.1"", 'Misin11G221000.1"", 'Misin03G085400.1"", 'Misin18G008600.1"", 'Misin18G053400.1"", 'Misin18G131900.1"", 'Misin18G134400.1"", 'Misin18G187600.1"", 'Misin18G252700.1"", 'Misin18G254200.1"", 'Misin07G020600.1"", 'Misin07G037400.1"""
"4333","Misin18G221300.1","'Misin04G288000.1"""
"4334","Misin18G222500.1","'Misin05G031600.1"", 'Misin05G060700.1"", 'Misin05G121300.1"", 'Misin10G001400.1"", 'Misin10G055500.1"", 'Misin10G124900.1"", 'Misin08G092400.1"", 'Misin01G032000.1"", 'Misin06G098400.1"", 'Misin06G124000.1"", 'Misin06G160400.1"", 'Misin06G344100.1"", 'Misin02G049400.1"", 'Misin11G123900.1"", 'Misin11G130700.1"", 'Misin15G133100.1"", 'Misin15G160000.1"", 'Misin19G072900.1"", 'Misin19G171100.1"", 'Misin18G199700.1"", 'Misin12G136500.1"", 'Misin04G293900.1"", 'Misin04G397200.1"", 'Misin13G113600.1"", 'MisinT279800.1"", 'Misin07G063000.1"", 'Misin07G073600.1"", 'Misin07G074800.1"", 'Misin07G093400.1"", 'Misin07G276300.1"", 'Misin07G290000.1"", 'Misin07G452400.1"", 'MisinT523300.1"""
"4335","Misin18G222800.1","'MisinT402000.1"", 'Misin05G354000.1"", 'Misin05G364900.1"", 'Misin05G387200.1"", 'Misin17G025800.1"", 'Misin16G208000.1"", 'Misin01G123500.1"", 'Misin06G403600.1"", 'Misin02G381900.1"", 'Misin14G027400.1"", 'Misin09G127000.1"", 'Misin11G070500.1"", 'Misin11G156000.1"", 'Misin19G018000.1"", 'Misin19G112400.1"", 'Misin19G209400.1"", 'Misin03G031400.1"", 'Misin18G193100.1"", 'Misin18G220500.1"", 'Misin12G013400.1"", 'Misin12G093100.1"", 'Misin04G194000.1"", 'Misin04G276600.1"""
