"Misin01G001000.1"
"Misin02G073800.1"
"Misin02G081000.1"
"Misin02G082100.1"
"Misin02G085300.1"
"Misin02G087100.1"
"Misin02G087400.1"
"Misin02G088400.1"
"Misin02G093300.1"
"Misin02G094500.1"
"Misin02G101700.1"
"Misin02G105600.1"
"Misin02G109900.1"
"Misin02G112800.1"
"Misin02G113800.1"
"Misin02G115800.1"
"Misin02G121800.1"
"Misin02G124000.1"
"Misin02G125800.1"
"Misin02G126800.1"
"Misin02G130200.1"
"Misin02G130400.1"
"Misin02G133900.1"
"Misin02G134200.1"
"Misin02G134900.1"
"Misin02G139500.1"
"Misin02G141700.1"
"Misin02G143600.1"
"Misin02G156600.1"
"Misin02G169800.1"
"Misin02G175000.1"
"Misin02G175900.1"
"Misin02G197400.1"
"Misin02G197500.1"
"Misin02G200800.1"
"Misin02G210700.1"
"Misin02G219700.1"
"Misin02G226900.1"
"Misin02G231700.1"
"Misin02G233900.1"
"Misin02G234500.1"
"Misin02G256700.1"
"Misin02G259000.1"
"Misin02G261500.1"
"Misin02G271100.1"
"Misin02G271800.1"
"Misin02G286800.1"
"Misin02G290000.1"
"Misin02G303500.1"
"Misin02G305700.1"
"Misin02G312300.1"
"Misin02G321000.1"
"Misin02G321800.1"
"Misin02G331500.1"
"Misin02G341500.1"
"Misin02G345100.1"
"Misin02G345500.1"
"Misin02G347300.1"
"Misin02G356000.1"
"Misin02G357000.1"
"Misin02G358200.1"
"Misin02G360900.1"
"Misin02G363000.1"
"Misin02G363900.1"
"Misin02G383200.1"
"Misin02G389500.1"
"Misin02G395700.1"
"Misin02G407800.1"
"Misin02G408300.1"
"Misin02G409100.1"
"Misin02G410600.1"
"Misin02G420500.1"
"Misin02G429400.1"
"Misin02G432000.1"
"Misin02G435000.1"
"Misin02G437300.1"
"Misin02G440100.1"
"Misin02G452400.1"
"Misin02G452600.1"
"Misin02G457100.1"
"Misin02G465200.1"
"Misin02G467200.1"
"Misin02G467300.1"
"Misin02G480800.1"
"Misin02G480900.1"
"Misin02G484800.1"
"Misin02G489700.1"
"Misin02G496500.1"
"Misin02G504000.1"
"Misin02G509800.1"
"Misin03G001100.1"
"Misin03G004700.1"
"Misin03G006900.1"
"Misin03G009800.1"
"Misin03G010200.1"
"Misin03G011100.1"
"Misin03G011200.1"
"Misin03G012100.1"
"Misin03G016700.1"
"Misin03G016900.1"
"Misin03G017300.1"
"Misin03G031900.1"
"Misin03G042400.1"
"Misin03G045100.1"
"Misin03G056800.1"
"Misin03G066700.1"
"Misin03G075100.1"
"Misin03G082800.1"
"Misin03G091000.1"
"Misin03G097300.1"
"Misin03G100100.1"
"Misin03G112900.1"
"Misin03G113500.1"
"Misin03G115200.1"
"Misin03G117300.1"
"Misin03G118500.1"
"Misin03G124700.1"
"Misin03G142100.1"
"Misin03G151200.1"
"Misin03G153000.1"
"Misin03G157300.1"
"Misin03G163500.1"
"Misin03G164000.1"
"Misin03G173900.1"
"Misin03G176500.1"
"Misin03G178500.1"
"Misin03G193200.1"
"Misin03G202700.1"
"Misin03G206500.1"
"Misin03G207100.1"
"Misin03G212300.1"
"Misin03G220600.1"
"Misin03G221700.1"
"Misin03G225900.1"
"Misin03G237200.1"
"Misin03G237900.1"
"Misin03G238100.1"
"Misin03G238600.1"
"Misin03G242200.1"
"Misin03G244700.1"
"Misin03G246500.1"
"Misin03G257000.1"
"Misin03G259300.1"
"Misin03G262800.1"
"Misin03G277400.1"
"Misin03G312800.1"
"Misin03G320700.1"
"Misin03G323000.1"
"Misin03G335800.1"
"Misin03G338900.1"
"Misin03G342000.1"
"Misin03G348700.1"
"Misin03G364000.1"
"Misin03G365800.1"
"Misin03G366500.1"
"Misin04G012600.1"
"Misin04G033200.1"
"Misin04G039900.1"
"Misin04G042200.1"
"Misin04G050200.1"
"Misin04G070700.1"
"Misin04G084000.1"
"Misin04G087500.1"
"Misin04G088800.1"
"Misin04G103600.1"
"Misin04G106800.1"
"Misin04G110500.1"
"Misin04G111600.1"
"Misin04G122200.1"
"Misin04G123500.1"
"Misin04G126600.1"
"Misin04G132000.1"
"Misin04G132500.1"
"Misin04G134700.1"
"Misin04G171400.1"
"Misin04G182400.1"
"Misin04G192100.1"
"Misin04G197100.1"
"Misin04G211800.1"
"Misin04G217300.1"
"Misin04G220800.1"
"Misin04G230700.1"
"Misin04G236800.1"
"Misin04G243500.1"
"Misin04G251900.1"
"Misin04G256600.1"
"Misin04G257100.1"
"Misin04G257500.1"
"Misin04G258100.1"
"Misin04G258600.1"
"Misin04G272900.1"
"Misin04G273000.1"
"Misin04G280100.1"
"Misin04G284300.1"
"Misin04G286100.1"
"Misin04G295200.1"
"Misin04G299900.1"
"Misin04G304200.1"
"Misin04G311900.1"
"Misin04G313500.1"
"Misin04G316000.1"
"Misin04G316100.1"
"Misin04G321300.1"
"Misin04G333300.1"
"Misin04G334400.1"
"Misin04G350600.1"
"Misin04G359700.1"
"Misin04G359900.1"
"Misin04G370900.1"
"Misin04G371300.1"
"Misin04G375800.1"
"Misin04G392300.1"
"Misin04G395700.1"
"Misin04G398400.1"
"Misin04G398500.1"
"Misin04G398900.1"
"Misin04G399200.1"
"Misin04G399700.1"
"Misin04G399800.1"
"Misin05G002700.1"
"Misin05G003400.1"
"Misin05G004600.1"
"Misin05G005300.1"
"Misin05G006300.1"
"Misin05G007500.1"
"Misin05G009500.1"
"Misin05G011800.1"
"Misin05G026600.1"
"Misin05G030000.1"
"Misin05G036100.1"
"Misin05G037500.1"
"Misin05G037600.1"
"Misin05G045200.1"
"Misin05G057300.1"
"Misin05G065800.1"
"Misin05G069100.1"
"Misin05G070500.1"
"Misin05G074600.1"
"Misin05G076000.1"
"Misin05G079800.1"
"Misin05G084600.1"
"Misin05G087800.1"
"Misin05G092200.1"
"Misin05G093900.1"
"Misin05G102300.1"
"Misin05G111000.1"
"Misin05G113500.1"
"Misin05G127000.1"
"Misin05G136500.1"
"Misin05G156000.1"
"Misin05G156500.1"
"Misin05G169000.1"
"Misin05G170200.1"
"Misin05G170700.1"
"Misin05G179000.1"
"Misin05G179500.1"
"Misin05G181000.1"
"Misin05G181400.1"
"Misin05G182400.1"
"Misin05G184800.1"
"Misin05G203900.1"
"Misin05G204000.1"
"Misin05G216800.1"
"Misin05G223900.1"
"Misin05G225100.1"
"Misin05G228300.1"
"Misin05G228400.1"
"Misin05G228900.1"
"Misin05G230600.1"
"Misin05G245900.1"
"Misin05G258000.1"
"Misin05G259000.1"
"Misin05G264600.1"
"Misin05G266600.1"
"Misin05G273100.1"
"Misin05G274100.1"
"Misin05G277100.1"
"Misin05G284400.1"
"Misin05G300000.1"
"Misin05G304800.1"
"Misin05G305700.1"
"Misin05G305800.1"
"Misin05G306900.1"
"Misin05G310700.1"
"Misin05G311700.1"
"Misin05G315500.1"
"Misin05G324100.1"
"Misin05G324900.1"
"Misin05G325700.1"
"Misin05G329800.1"
"Misin05G333000.1"
"Misin05G337600.1"
"Misin05G338000.1"
"Misin05G338300.1"
"Misin05G341100.1"
"Misin05G341200.1"
"Misin05G341900.1"
"Misin05G342700.1"
"Misin05G344000.1"
"Misin05G344800.1"
"Misin05G354200.1"
"Misin05G355400.1"
"Misin05G363300.1"
"Misin05G365000.1"
"Misin05G365300.1"
"Misin05G367300.1"
"Misin05G372400.1"
"Misin05G381500.1"
"Misin06G000800.1"
"Misin06G001500.1"
"Misin06G006200.1"
"Misin06G012600.1"
"Misin06G013200.1"
"Misin06G014400.1"
"Misin06G015700.1"
"Misin06G016700.1"
"Misin06G018100.1"
"Misin06G022300.1"
"Misin06G026100.1"
"Misin06G027600.1"
"Misin06G027800.1"
"Misin06G033700.1"
"Misin06G035300.1"
"Misin06G036900.1"
"Misin06G041900.1"
"Misin06G044400.1"
"Misin06G046200.1"
"Misin06G051000.1"
"Misin06G070800.1"
"Misin06G078400.1"
"Misin06G079300.1"
"Misin06G083000.1"
"Misin06G093100.1"
"Misin06G093600.1"
"Misin06G100800.1"
"Misin06G109600.1"
"Misin06G114700.1"
"Misin06G119600.1"
"Misin06G124000.1"
"Misin06G131800.1"
"Misin06G147400.1"
"Misin06G148900.1"
"Misin06G157700.1"
"Misin06G169300.1"
"Misin06G170200.1"
"Misin06G173600.1"
"Misin06G175300.1"
"Misin06G178300.1"
"Misin06G188700.1"
"Misin06G193600.1"
"Misin06G200900.1"
"Misin06G202400.1"
"Misin06G202700.1"
"Misin06G207200.1"
"Misin06G223600.1"
"Misin06G229100.1"
"Misin06G241200.1"
"Misin06G243200.1"
"Misin06G253000.1"
"Misin06G257000.1"
"Misin06G257300.1"
"Misin06G258200.1"
"Misin06G263000.1"
"Misin06G263100.1"
"Misin06G264400.1"
"Misin06G265000.1"
"Misin06G291700.1"
"Misin06G291800.1"
"Misin06G295200.1"
"Misin06G296100.1"
"Misin06G297900.1"
"Misin06G298000.1"
"Misin06G301900.1"
"Misin06G304600.1"
"Misin06G308400.1"
"Misin06G317700.1"
"Misin06G318900.1"
"Misin06G319000.1"
"Misin06G319700.1"
"Misin06G320600.1"
"Misin06G324400.1"
"Misin06G324900.1"
"Misin06G325600.1"
"Misin06G325700.1"
"Misin06G331000.1"
"Misin06G347800.1"
"Misin06G349200.1"
"Misin06G359700.1"
"Misin06G362000.1"
"Misin06G366200.1"
"Misin06G371800.1"
"Misin06G382500.1"
"Misin06G385400.1"
"Misin06G408500.1"
"Misin07G004900.1"
"Misin07G012200.1"
"Misin07G012800.1"
"Misin07G019400.1"
"Misin07G024100.1"
"Misin07G032700.1"
"Misin07G035800.1"
"Misin07G036800.1"
"Misin07G040300.1"
"Misin07G045600.1"
"Misin07G054900.1"
"Misin07G059800.1"
"Misin07G060800.1"
"Misin07G065000.1"
"Misin07G068200.1"
"Misin07G076900.1"
"Misin07G077400.1"
"Misin07G083800.1"
"Misin07G094000.1"
"Misin07G097200.1"
"Misin07G100000.1"
"Misin07G101100.1"
"Misin07G103200.1"
"Misin07G103800.1"
"Misin07G111500.1"
"Misin07G118000.1"
"Misin07G120200.1"
"Misin07G139000.1"
"Misin07G150300.1"
"Misin07G150700.1"
"Misin07G160300.1"
"Misin07G174800.1"
"Misin07G177100.1"
"Misin07G202100.1"
"Misin07G206800.1"
"Misin07G217300.1"
"Misin07G219100.1"
"Misin07G221700.1"
"Misin07G229800.1"
"Misin07G236700.1"
"Misin07G238300.1"
"Misin07G239200.1"
"Misin07G244400.1"
"Misin07G244600.1"
"Misin07G246200.1"
"Misin07G248200.1"
"Misin07G251400.1"
"Misin07G253100.1"
"Misin07G255100.1"
"Misin07G255500.1"
"Misin07G264800.1"
"Misin07G267400.1"
"Misin07G270900.1"
"Misin07G284500.1"
"Misin07G285000.1"
"Misin07G286700.1"
"Misin07G298900.1"
"Misin07G299300.1"
"Misin07G299800.1"
"Misin07G301500.1"
"Misin07G301900.1"
"Misin07G304000.1"
"Misin07G304300.1"
"Misin07G307900.1"
"Misin07G321500.1"
"Misin07G328200.1"
"Misin07G329100.1"
"Misin07G329600.1"
"Misin07G339600.1"
"Misin07G357700.1"
"Misin07G357800.1"
"Misin07G368500.1"
"Misin07G369100.1"
"Misin07G370700.1"
"Misin07G375400.1"
"Misin07G379300.1"
"Misin07G381000.1"
"Misin07G382300.1"
"Misin07G394000.1"
"Misin07G420400.1"
"Misin07G424100.1"
"Misin07G425100.1"
"Misin07G430000.1"
"Misin07G430700.1"
"Misin07G439300.1"
"Misin07G442100.1"
"Misin07G442500.1"
"Misin07G442700.1"
"Misin07G443500.1"
"Misin07G443600.1"
"Misin07G453800.1"
"Misin07G456500.1"
"Misin07G456600.1"
"Misin07G459900.1"
"Misin07G484000.1"
"Misin07G486300.1"
"Misin07G486400.1"
"Misin07G493200.1"
"Misin07G497000.1"
"Misin07G498600.1"
"Misin07G500500.1"
"Misin07G505800.1"
"Misin07G512700.1"
"Misin07G517700.1"
"Misin07G522100.1"
"Misin07G525800.1"
"Misin07G526000.1"
"Misin07G534800.1"
"Misin07G535000.1"
"Misin07G542200.1"
"Misin07G546900.1"
"Misin07G547500.1"
"Misin07G549300.1"
"Misin07G553000.1"
"Misin07G553800.1"
"Misin07G555700.1"
"Misin08G010300.1"
"Misin08G013600.1"
"Misin08G026300.1"
"Misin08G035000.1"
"Misin08G038000.1"
"Misin08G038900.1"
"Misin08G040300.1"
"Misin08G043900.1"
"Misin08G046900.1"
"Misin08G059100.1"
"Misin08G059800.1"
"Misin08G064400.1"
"Misin08G090400.1"
"Misin08G098200.1"
"Misin08G098900.1"
"Misin08G103600.1"
"Misin08G105700.1"
"Misin08G115000.1"
"Misin08G116200.1"
"Misin08G119300.1"
"Misin08G119400.1"
"Misin08G125000.1"
"Misin08G136000.1"
"Misin08G138900.1"
"Misin08G139900.1"
"Misin08G144000.1"
"Misin08G148900.1"
"Misin08G160300.1"
"Misin08G160600.1"
"Misin08G164100.1"
"Misin08G170700.1"
"Misin08G171900.1"
"Misin08G177700.1"
"Misin08G182400.1"
"Misin08G183400.1"
"Misin08G191000.1"
"Misin08G202600.1"
"Misin08G206700.1"
"Misin08G215900.1"
"Misin08G219000.1"
"Misin08G219100.1"
"Misin08G219200.1"
"Misin08G220200.1"
"Misin08G222000.1"
"Misin08G224500.1"
"Misin08G227400.1"
"Misin08G239700.1"
"Misin08G240700.1"
"Misin08G247700.1"
"Misin08G250400.1"
"Misin08G252300.1"
"Misin08G263900.1"
"Misin08G266600.1"
"Misin08G270800.1"
"Misin08G277700.1"
"Misin08G277800.1"
"Misin08G284300.1"
"Misin08G285000.1"
"Misin08G286800.1"
"Misin08G289600.1"
"Misin08G295300.1"
"Misin08G297500.1"
"Misin08G298500.1"
"Misin08G299600.1"
"Misin08G303500.1"
"Misin08G310400.1"
"Misin08G310700.1"
"Misin08G316400.1"
"Misin08G316600.1"
"Misin08G321900.1"
"Misin08G329400.1"
"Misin08G333900.1"
"Misin09G031600.1"
"Misin09G032300.1"
"Misin09G034300.1"
"Misin09G040900.1"
"Misin09G041700.1"
"Misin09G111100.1"
"Misin09G112500.1"
"Misin09G118400.1"
"Misin09G124800.1"
"Misin09G137000.1"
"Misin09G138800.1"
"Misin09G168200.1"
"Misin09G174200.1"
"Misin09G177000.1"
"Misin09G206700.1"
"Misin10G003600.1"
"Misin10G007200.1"
"Misin10G008000.1"
"Misin10G010300.1"
"Misin10G025900.1"
"Misin10G026500.1"
"Misin10G036300.1"
"Misin10G036900.1"
"Misin10G037100.1"
"Misin10G041400.1"
"Misin10G044600.1"
"Misin10G051500.1"
"Misin10G052200.1"
"Misin10G067600.1"
"Misin10G083700.1"
"Misin10G090500.1"
"Misin10G096800.1"
"Misin10G104600.1"
"Misin10G117300.1"
"Misin10G158500.1"
"Misin10G162800.1"
"Misin10G201200.1"
"Misin11G003400.1"
"Misin11G004900.1"
"Misin11G017500.1"
"Misin11G023900.1"
"Misin11G047700.1"
"Misin11G057600.1"
"Misin11G058500.1"
"Misin11G058800.1"
"Misin11G078400.1"
"Misin11G080400.1"
"Misin11G080600.1"
"Misin11G084000.1"
"Misin11G088200.1"
"Misin11G097400.1"
"Misin11G112900.1"
"Misin11G114300.1"
"Misin11G136100.1"
"Misin11G137100.1"
"Misin11G143400.1"
"Misin11G155200.1"
"Misin11G156400.1"
"Misin11G157200.1"
"Misin11G159100.1"
"Misin11G167200.1"
"Misin11G170300.1"
"Misin11G174700.1"
"Misin11G177600.1"
"Misin11G183100.1"
"Misin11G193400.1"
"Misin11G195000.1"
"Misin11G195700.1"
"Misin11G197600.1"
"Misin11G197800.1"
"Misin11G202200.1"
"Misin11G214300.1"
"Misin11G214500.1"
"Misin11G236900.1"
"Misin11G251200.1"
"Misin11G257100.1"
"Misin11G268600.1"
"Misin11G276500.1"
"Misin12G017200.1"
"Misin12G018500.1"
"Misin12G018700.1"
"Misin12G020300.1"
"Misin12G024800.1"
"Misin12G031100.1"
"Misin12G032500.1"
"Misin12G048100.1"
"Misin12G061400.1"
"Misin12G062300.1"
"Misin12G063100.1"
"Misin12G063500.1"
"Misin12G077000.1"
"Misin12G090600.1"
"Misin12G092100.1"
"Misin12G093800.1"
"Misin12G104000.1"
"Misin12G108900.1"
"Misin12G117500.1"
"Misin12G120000.1"
"Misin12G120200.1"
"Misin12G121700.1"
"Misin12G133000.1"
"Misin12G133100.1"
"Misin12G135000.1"
"Misin12G142500.1"
"Misin12G149000.1"
"Misin12G151200.1"
"Misin12G160700.1"
"Misin12G165000.1"
"Misin12G183600.1"
"Misin12G185100.1"
"Misin12G185800.1"
"Misin12G185900.1"
"Misin12G189900.1"
"Misin12G192100.1"
"Misin12G194700.1"
"Misin12G202900.1"
"Misin12G221200.1"
"Misin12G222300.1"
"Misin12G227700.1"
"Misin12G231100.1"
"Misin12G249900.1"
"Misin12G250200.1"
"Misin12G251100.1"
"Misin12G256600.1"
"Misin12G260500.1"
"Misin12G263900.1"
"Misin12G264300.1"
"Misin12G266400.1"
"Misin12G270500.1"
"Misin12G274700.1"
"Misin12G279500.1"
"Misin13G005800.1"
"Misin13G008200.1"
"Misin13G008600.1"
"Misin13G020200.1"
"Misin13G020600.1"
"Misin13G053200.1"
"Misin13G053300.1"
"Misin13G056900.1"
"Misin13G069700.1"
"Misin13G111700.1"
"Misin13G112300.1"
"Misin13G116100.1"
"Misin13G116800.1"
"Misin13G131700.1"
"Misin13G136600.1"
"Misin13G148800.1"
"Misin13G151500.1"
"Misin13G168600.1"
"Misin13G169500.1"
"Misin13G169700.1"
"Misin13G169800.1"
"Misin13G178000.1"
"Misin13G183300.1"
"Misin13G187100.1"
"Misin13G193500.1"
"Misin13G194900.1"
"Misin14G003100.1"
"Misin14G018200.1"
"Misin14G033500.1"
"Misin14G038600.1"
"Misin14G044300.1"
"Misin14G050500.1"
"Misin14G050600.1"
"Misin14G059400.1"
"Misin14G059900.1"
"Misin14G063900.1"
"Misin14G069700.1"
"Misin14G076200.1"
"Misin14G077100.1"
"Misin14G077800.1"
"Misin14G099400.1"
"Misin14G099800.1"
"Misin14G121000.1"
"Misin14G124000.1"
"Misin14G129500.1"
"Misin14G130500.1"
"Misin14G140000.1"
"Misin14G141400.1"
"Misin14G148800.1"
"Misin14G158300.1"
"Misin14G160500.1"
"Misin14G164500.1"
"Misin14G165400.1"
"Misin14G168100.1"
"Misin15G009000.1"
"Misin15G033500.1"
"Misin15G038100.1"
"Misin15G038800.1"
"Misin15G039100.1"
"Misin15G048900.1"
"Misin15G053900.1"
"Misin15G068200.1"
"Misin15G079500.1"
"Misin15G081500.1"
"Misin15G092700.1"
"Misin15G096800.1"
"Misin15G100500.1"
"Misin15G107000.1"
"Misin15G112000.1"
"Misin15G114700.1"
"Misin15G121100.1"
"Misin15G143600.1"
"Misin15G143700.1"
"Misin15G144300.1"
"Misin15G146500.1"
"Misin15G151800.1"
"Misin15G159800.1"
"Misin15G160400.1"
"Misin15G170900.1"
"Misin15G171000.1"
"Misin15G175500.1"
"Misin15G190500.1"
"Misin15G193200.1"
"Misin15G193400.1"
"Misin15G206700.1"
"Misin16G002000.1"
"Misin16G002100.1"
"Misin16G003200.1"
"Misin16G008500.1"
"Misin16G018900.1"
"Misin16G023400.1"
"Misin16G024700.1"
"Misin16G028000.1"
"Misin16G040700.1"
"Misin16G042500.1"
"Misin16G048700.1"
"Misin16G061500.1"
"Misin16G064000.1"
"Misin16G078000.1"
"Misin16G079200.1"
"Misin16G079400.1"
"Misin16G079800.1"
"Misin16G081700.1"
"Misin16G083000.1"
"Misin16G095900.1"
"Misin16G126300.1"
"Misin16G127900.1"
"Misin16G142000.1"
"Misin16G144500.1"
"Misin16G149900.1"
"Misin16G150700.1"
"Misin16G155900.1"
"Misin16G156500.1"
"Misin16G158500.1"
"Misin16G164500.1"
"Misin16G167200.1"
"Misin16G176500.1"
"Misin16G181400.1"
"Misin16G185000.1"
"Misin16G186000.1"
"Misin16G195700.1"
"Misin16G201200.1"
"Misin16G203800.1"
"Misin16G213100.1"
"Misin16G214300.1"
"Misin16G215700.1"
"Misin16G217000.1"
"Misin16G228000.1"
"Misin16G240700.1"
"Misin16G241900.1"
"Misin16G248100.1"
"Misin16G249600.1"
"Misin16G249700.1"
"Misin16G254900.1"
"Misin17G001300.1"
"Misin17G004000.1"
"Misin17G012000.1"
"Misin17G016800.1"
"Misin17G018200.1"
"Misin17G018600.1"
"Misin17G020300.1"
"Misin17G023400.1"
"Misin17G043400.1"
"Misin17G050900.1"
"Misin17G053100.1"
"Misin17G057800.1"
"Misin17G088700.1"
"Misin17G095200.1"
"Misin17G095600.1"
"Misin17G100900.1"
"Misin17G102000.1"
"Misin17G104400.1"
"Misin17G104500.1"
"Misin17G106700.1"
"Misin17G108000.1"
"Misin17G124400.1"
"Misin17G127800.1"
"Misin17G135700.1"
"Misin17G145400.1"
"Misin17G154300.1"
"Misin17G156400.1"
"Misin17G158100.1"
"Misin17G160800.1"
"Misin17G162500.1"
"Misin17G165400.1"
"Misin17G166600.1"
"Misin17G166800.1"
"Misin17G168000.1"
"Misin17G182000.1"
"Misin17G186100.1"
"Misin17G200400.1"
"Misin17G203700.1"
"Misin17G203900.1"
"Misin17G209900.1"
"Misin17G210100.1"
"Misin17G210800.1"
"Misin17G215200.1"
"Misin17G216100.1"
"Misin17G226400.1"
"Misin17G232600.1"
"Misin17G240000.1"
"Misin17G240600.1"
"Misin17G241000.1"
"Misin17G241800.1"
"Misin17G256700.1"
"Misin17G256800.1"
"Misin17G259000.1"
"Misin17G262900.1"
"Misin17G264400.1"
"Misin18G003000.1"
"Misin18G004400.1"
"Misin18G012000.1"
"Misin18G030700.1"
"Misin18G040200.1"
"Misin18G042300.1"
"Misin18G044200.1"
"Misin18G044600.1"
"Misin18G055500.1"
"Misin18G055800.1"
"Misin18G056200.1"
"Misin18G056300.1"
"Misin18G057000.1"
"Misin18G061900.1"
"Misin18G062000.1"
"Misin18G072400.1"
"Misin18G073600.1"
"Misin18G073800.1"
"Misin18G093500.1"
"Misin18G093900.1"
"Misin18G102400.1"
"Misin18G103900.1"
"Misin18G104100.1"
"Misin18G109800.1"
"Misin18G114300.1"
"Misin18G117100.1"
"Misin18G117200.1"
"Misin18G117300.1"
"Misin18G133200.1"
"Misin18G145200.1"
"Misin18G151100.1"
"Misin18G161100.1"
"Misin18G161800.1"
"Misin18G163500.1"
"Misin18G166200.1"
"Misin18G179300.1"
"Misin18G186000.1"
"Misin18G190500.1"
"Misin18G190600.1"
"Misin18G204700.1"
"Misin18G204900.1"
"Misin18G205800.1"
"Misin18G208000.1"
"Misin18G209400.1"
"Misin18G213600.1"
"Misin18G217100.1"
"Misin18G221200.1"
"Misin18G222500.1"
"Misin18G223200.1"
"Misin18G224600.1"
"Misin18G228700.1"
"Misin18G228900.1"
"Misin18G229100.1"
"Misin18G236000.1"
"Misin18G246900.1"
"Misin18G247400.1"
"Misin18G247800.1"
"Misin18G248600.1"
"Misin18G254300.1"
"Misin18G255800.1"
"Misin18G256700.1"
"Misin18G256800.1"
"Misin18G256900.1"
"Misin18G257200.1"
"Misin18G260500.1"
"Misin18G264600.1"
"Misin19G003800.1"
"Misin19G006900.1"
"Misin19G023900.1"
"Misin19G029000.1"
"Misin19G040600.1"
"Misin19G043400.1"
"Misin19G046600.1"
"Misin19G055900.1"
"Misin19G056000.1"
"Misin19G056100.1"
"Misin19G056800.1"
"Misin19G058900.1"
"Misin19G071000.1"
"Misin19G071200.1"
"Misin19G073800.1"
"Misin19G076800.1"
"Misin19G087300.1"
"Misin19G088000.1"
"Misin19G088400.1"
"Misin19G092800.1"
"Misin19G101800.1"
"Misin19G103100.1"
"Misin19G107300.1"
"Misin19G107400.1"
"Misin19G116100.1"
"Misin19G116200.1"
"Misin19G117100.1"
"Misin19G120900.1"
"Misin19G121300.1"
"Misin19G122500.1"
"Misin19G128500.1"
"Misin19G145500.1"
"Misin19G150700.1"
"Misin19G155700.1"
"Misin19G157300.1"
"Misin19G161200.1"
"Misin19G177900.1"
"Misin19G180500.1"
"Misin19G183800.1"
"Misin19G184300.1"
"Misin19G185000.1"
"Misin19G192500.1"
"Misin19G193100.1"
"Misin19G201800.1"
"Misin19G203300.1"
"Misin19G209800.1"
"Misin19G214500.1"
"Misin19G216300.1"
"Misin19G242000.1"
"Misin19G243600.1"
"Misin19G243800.1"
"Misin19G245300.1"
"Misin19G270300.1"
"MisinT003000.1"
"MisinT003100.1"
"MisinT004600.1"
"MisinT004700.1"
"MisinT007300.1"
"MisinT011900.1"
"MisinT027100.1"
"MisinT029600.1"
"MisinT029800.1"
"MisinT034400.1"
"MisinT034500.1"
"MisinT045800.1"
"MisinT047100.1"
"MisinT052500.1"
"MisinT054400.1"
"MisinT064200.1"
